Ibge;UF;name;longitude;latitude;region
1703107;TO;Barrolandia;-487.314.605.907;-98.316.533.645;Ocidental do Tocantins
1703206;TO;Bernardo Sayao;-488.990.543.467;-78.685.124.833;Ocidental do Tocantins
1703305;TO;Bom Jesus do Tocantins;-481.663.804.935;-89.633.480.129;Oriental do Tocantins
1703602;TO;Brasilandia do Tocantins;-484.853.744.191;-83.848.893.511;Ocidental do Tocantins
1703701;TO;Brejinho de Nazare;-485.586.602.282;-110.108.050.562;Ocidental do Tocantins
1703800;TO;Buriti do Tocantins;-482.232.501.281;-53.135.388.564;Ocidental do Tocantins
1703826;TO;Cachoeirinha;-479.141.977.786;-61.132.416.465;Ocidental do Tocantins
1703842;TO;Campos Lindos;-468.019.743.467;-79.716.813.941;Oriental do Tocantins
1703867;TO;Cariri do Tocantins;-49.171.040.729;-118.889.974.639;Ocidental do Tocantins
1703883;TO;Carmolandia;-483.959.599.306;-70.314.787.779;Ocidental do Tocantins
1703891;TO;Carrasco Bonito;-480.306.334.266;-53.226.613.549;Ocidental do Tocantins
1703909;TO;Caseara;-499.486.922.678;-92.674.062.189;Ocidental do Tocantins
1704105;TO;Centenario;-473.383.985.146;-89.584.636.391;Oriental do Tocantins
1704600;TO;Chapada de Areia;-49.183.107.858;-101.419.885.833;Ocidental do Tocantins
1705102;TO;Chapada da Natividade;-477.539.048.919;-116.242.678.314;Oriental do Tocantins
1705508;TO;Colinas do Tocantins;-484.815.945.437;-80.546.246.755;Ocidental do Tocantins
1705557;TO;Combinado;-465.520.723.403;-12.818.607.672;Oriental do Tocantins
1705607;TO;Conceicao do Tocantins;-472.928.688.108;-12.217.277.767;Oriental do Tocantins
1706001;TO;Couto Magalhaes;-491.765.715.709;-83.551.183.696;Ocidental do Tocantins
1706100;TO;Cristalandia;-491.863.002.913;-105.907.246.371;Ocidental do Tocantins
1706258;TO;Crixas do Tocantins;-489.155.138.256;-111.042.742.936;Ocidental do Tocantins
1706506;TO;Darcinopolis;-477.521.611.103;-67.123.510.015;Ocidental do Tocantins
1707009;TO;Dianopolis;-468.204.090.669;-116.252.318.781;Oriental do Tocantins
1707108;TO;Divinopolis do Tocantins;-492.054.131.874;-97.953.011.402;Ocidental do Tocantins
1707207;TO;Dois Irmaos do Tocantins;-490.673.386.443;-92.612.967.098;Ocidental do Tocantins
1707306;TO;Duere;-492.658.759.162;-113.412.854.168;Ocidental do Tocantins
1707405;TO;Esperantina;-485.441.476.004;-53.666.080.594;Ocidental do Tocantins
1707553;TO;Fatima;-488.989.826.587;-107.525.087.281;Ocidental do Tocantins
1707652;TO;Figueiropolis;-491.738.467.307;-121.367.799.832;Ocidental do Tocantins
1707702;TO;Filadelfia;-474.849.641.415;-73.376.119.059;Ocidental do Tocantins
1708205;TO;Formoso do Araguaia;-495.268.603.629;-118.051.419.686;Ocidental do Tocantins
1708254;TO;Fortaleza do Tabocao;-48.517.426.421;-90.589.653.011;Ocidental do Tocantins
1708304;TO;Goianorte;-489.368.901.924;-87.705.208.048;Ocidental do Tocantins
1709005;TO;Goiatins;-473.154.354.892;-77.091.723.902;Oriental do Tocantins
1709302;TO;Guarai;-485.086.406.065;-88.361.656.575;Ocidental do Tocantins
1709500;TO;Gurupi;-490.714.774.689;-117.297.723.229;Ocidental do Tocantins
1709807;TO;Ipueiras;-484.519.262.289;-112.462.886.216;Oriental do Tocantins
1710508;TO;Itacaja;-477.681.124.027;-83.909.805.523;Oriental do Tocantins
1710706;TO;Itaguatins;-47.479.935.949;-57.753.850.884;Ocidental do Tocantins
1710904;TO;Itapiratins;-481.111.996.095;-83.843.295.934;Oriental do Tocantins
1711100;TO;Itapora do Tocantins;-486.932.637.032;-85.688.286.116;Ocidental do Tocantins
1711506;TO;Jau do Tocantins;-485.946.082.927;-126.529.263.693;Ocidental do Tocantins
1711803;TO;Juarina;-490.986.431.854;-81.174.239.676;Ocidental do Tocantins
1711902;TO;Lagoa da Confusao;-496.200.853.391;-107.886.955.576;Ocidental do Tocantins
1711951;TO;Lagoa do Tocantins;-475.614.466.303;-10.296.886.697;Oriental do Tocantins
1712009;TO;Lajeado;-483.585.039.507;-97.446.824.357;Oriental do Tocantins
1712157;TO;Lavandeira;-465.066.757.157;-127.916.587.877;Oriental do Tocantins
1712405;TO;Lizarda;-466.751.654.558;-95.945.702.878;Oriental do Tocantins
1712454;TO;Luzinopolis;-478.568.280.414;-61.939.896.602;Ocidental do Tocantins
1712504;TO;Marianopolis do Tocantins;-496.510.339.944;-97.988.803.594;Ocidental do Tocantins
1712702;TO;Mateiros;-464.124.657.431;-105.444.288.461;Oriental do Tocantins
1712801;TO;Maurilandia do Tocantins;-475.048.799.602;-59.525.664.212;Ocidental do Tocantins
1713205;TO;Miracema do Tocantins;-483.879.913.115;-95.683.460.776;Ocidental do Tocantins
1713304;TO;Miranorte;-485.926.319.369;-95.174.047.311;Ocidental do Tocantins
1713601;TO;Monte do Carmo;-481.104.200.299;-107.635.421.946;Oriental do Tocantins
1713700;TO;Monte Santo do Tocantins;-489.908.906.034;-100.055.914.318;Ocidental do Tocantins
1713809;TO;Palmeiras do Tocantins;-475.586.835.263;-66.118.623.346;Ocidental do Tocantins
1713957;TO;Muricilandia;-48.606.745.277;-71.385.192.852;Ocidental do Tocantins
1714203;TO;Natividade;-477.272.575.338;-117.053.573.825;Oriental do Tocantins
1714302;TO;Nazare;-476.669.771.825;-63.725.579.693;Ocidental do Tocantins
1714880;TO;Nova Olinda;-4.842.480.679;-76.333.149.107;Ocidental do Tocantins
1715002;TO;Nova Rosalandia;-489.061.807.245;-105.668.711.393;Ocidental do Tocantins
1715101;TO;Novo Acordo;-476.681.483.922;-99.684.864.657;Oriental do Tocantins
1715150;TO;Novo Alegre;-465.772.973.537;-129.099.386.744;Oriental do Tocantins
1715259;TO;Novo Jardim;-466.307.872.959;-118.158.750.501;Oriental do Tocantins
1715507;TO;Oliveira de Fatima;-489.074.015.689;-107.083.627.091;Ocidental do Tocantins
1715705;TO;Palmeirante;-47.934.249.709;-78.575.613.761;Ocidental do Tocantins
1715754;TO;Palmeiropolis;-484.134.139.552;-130.398.884.337;Ocidental do Tocantins
1716109;TO;Paraiso do Tocantins;-48.886.630.084;-10.171.220.755;Ocidental do Tocantins
1716208;TO;Parana;-478.840.837.284;-126.204.814.887;Oriental do Tocantins
1716307;TO;Pau D'Arco;-49.363.306.481;-75.399.983.557;Ocidental do Tocantins
1716505;TO;Pedro Afonso;-481.775.561.127;-89.644.495.924;Oriental do Tocantins
1716604;TO;Peixe;-485.378.106.263;-120.297.738.309;Ocidental do Tocantins
1716653;TO;Pequizeiro;-489.351.798.669;-85.933.406.544;Ocidental do Tocantins
1716703;TO;Colmeia;-487.570.665.857;-87.293.718.068;Ocidental do Tocantins
1717008;TO;Pindorama do Tocantins;-475.756.877.173;-111.382.025.847;Oriental do Tocantins
1717206;TO;Piraque;-482.937.073.911;-67.697.770.334;Ocidental do Tocantins
1717503;TO;Pium;-491.666.580.116;-104.409.311.179;Ocidental do Tocantins
1717800;TO;Ponte Alta do Bom Jesus;-464.695.867.924;-120.878.129.084;Oriental do Tocantins
1717909;TO;Ponte Alta do Tocantins;-475.411.803.583;-107.406.728.487;Oriental do Tocantins
1718006;TO;Porto Alegre do Tocantins;-470.474.256.004;-116.072.590.991;Oriental do Tocantins
1718204;TO;Porto Nacional;-484.121.534.584;-10.708.569.917;Oriental do Tocantins
1718303;TO;Praia Norte;-478.147.317.333;-53.967.128.774;Ocidental do Tocantins
1718402;TO;Presidente Kennedy;-485.043.306.701;-85.299.608.276;Ocidental do Tocantins
1718451;TO;Pugmil;-488.942.204.488;-104.243.071.562;Ocidental do Tocantins
1718501;TO;Recursolandia;-47.238.041.195;-87.353.604.539;Oriental do Tocantins
1718550;TO;Riachinho;-48.141.045.502;-64.422.113.877;Ocidental do Tocantins
1718659;TO;Rio da Conceicao;-468.803.997.046;-114.049.400.239;Oriental do Tocantins
1718709;TO;Rio dos Bois;-485.330.479.716;-93.437.422.387;Ocidental do Tocantins
1718758;TO;Rio Sono;-478.999.416.391;-93.477.893.341;Oriental do Tocantins
1718808;TO;Sampaio;-478.757.924.572;-53.492.956.165;Ocidental do Tocantins
1718840;TO;Sandolandia;-499.333.881.543;-125.416.001.675;Ocidental do Tocantins
1718865;TO;Santa Fe do Araguaia;-486.939.418.034;-7.149.936.385;Ocidental do Tocantins
1718881;TO;Santa Maria do Tocantins;-477.452.704.192;-87.749.764.493;Oriental do Tocantins
1718899;TO;Santa Rita do Tocantins;-489.092.940.074;-108.664.553.694;Ocidental do Tocantins
1718907;TO;Santa Rosa do Tocantins;-481.199.542.218;-114.514.039.985;Oriental do Tocantins
1719004;TO;Santa Tereza do Tocantins;-478.062.883.215;-102.823.615.278;Oriental do Tocantins
1720002;TO;Santa Terezinha do Tocantins;-47.684.285.363;-64.369.976.184;Ocidental do Tocantins
1720101;TO;Sao Bento do Tocantins;-479.193.922.871;-60.449.992.572;Ocidental do Tocantins
1720150;TO;Sao Felix do Tocantins;-46.654.980.831;-10.173.285.854;Oriental do Tocantins
1720200;TO;Sao Miguel do Tocantins;-475.730.023.394;-55.538.195.288;Ocidental do Tocantins
1720259;TO;Sao Salvador do Tocantins;-482.320.849.917;-127.474.334.145;Ocidental do Tocantins
1720309;TO;Sao Sebastiao do Tocantins;-48.203.834.149;-52.589.614.537;Ocidental do Tocantins
1720499;TO;Sao Valerio;-482.329.484.334;-119.730.674.595;Oriental do Tocantins
1720655;TO;Silvanopolis;-481.798.241.355;-111.498.613.086;Oriental do Tocantins
1720804;TO;Sitio Novo do Tocantins;-476.374.226.505;-56.047.268.567;Ocidental do Tocantins
1720853;TO;Sucupira;-489.111.262.827;-119.862.215.109;Ocidental do Tocantins
1720903;TO;Taguatinga;-464.387.317.009;-123.961.417.387;Oriental do Tocantins
1720937;TO;Taipas do Tocantins;-469.845.717.959;-121.928.372.091;Oriental do Tocantins
1720978;TO;Talisma;-490.911.184.339;-127.875.384.069;Ocidental do Tocantins
1721000;TO;Palmas;-483.510.437.082;-101.632.533.268;Oriental do Tocantins
1721109;TO;Tocantinia;-483.758.796.714;-9.558.147.734;Oriental do Tocantins
1721208;TO;Tocantinopolis;-474.274.129.287;-6.325.634.376;Ocidental do Tocantins
1721257;TO;Tupirama;-482.066.848.031;-89.805.695.494;Ocidental do Tocantins
1721307;TO;Tupiratins;-481.229.957.409;-8.395.529.997;Ocidental do Tocantins
1722081;TO;Wanderlandia;-4.795.626.773;-6.850.125.517;Ocidental do Tocantins
1722107;TO;Xambioa;-4.853.160.107;-641.188.502;Ocidental do Tocantins
2100055;MA;Acailandia;-475.066.645.931;-49.513.770.002;Oeste Maranhense
2100105;MA;Afonso Cunha;-43.320.869.004;-41.350.154.769;Leste Maranhense
2100154;MA;Agua Doce do Maranhao;-421.155.512.017;-28.402.782.791;Leste Maranhense
2100204;MA;Alcantara;-444.170.125.373;-24.032.765.251;Norte Maranhense
2100303;MA;Aldeias Altas;-434.687.348.529;-46.307.794.952;Leste Maranhense
2100402;MA;Altamira do Maranhao;-454.646.758.312;-41.622.692.669;Oeste Maranhense
2100436;MA;Alto Alegre do Maranhao;-444.482.474.945;-4.207.227;Leste Maranhense
2100477;MA;Alto Alegre do Pindare;-458.420.796.162;-36.651.703.745;Oeste Maranhense
2100501;MA;Alto Parnaiba;-459.273.440.133;-91.083.659.322;Sul Maranhense
2100550;MA;Amapa do Maranhao;-460.091.799.004;-16.809.214.951;Oeste Maranhense
2100600;MA;Amarante do Maranhao;-467.506.375.455;-55.576.620.002;Oeste Maranhense
2100709;MA;Anajatuba;-446.206.700.278;-32.575.548.421;Norte Maranhense
2100808;MA;Anapurus;-431.057.925.097;-36.670.346.623;Leste Maranhense
2100832;MA;Apicum-Acu;-450.766.520.734;-15.305.915.778;Norte Maranhense
2100873;MA;Araguana;-456.687.944.761;-29.491.256.233;Oeste Maranhense
2100907;MA;Araioses;-418.991.394.499;-28.892.558.464;Leste Maranhense
2100956;MA;Arame;-460.136.362.778;-4.886.081.505;Centro Maranhense
2101004;MA;Arari;-447.788.346.547;-34.591.709.701;Norte Maranhense
2101103;MA;Axixa;-440.545.858.091;-28.377.968.371;Norte Maranhense
2101202;MA;Bacabal;-447.815.559.641;-42.315.246.298;Centro Maranhense
2101251;MA;Bacabeira;-443.154.229.866;-29.858.247.788;Norte Maranhense
2101301;MA;Bacuri;-451.373.489.396;-17.240.463.185;Norte Maranhense
2101350;MA;Bacurituba;-447.357.420.062;-27.108.719.765;Norte Maranhense
2101400;MA;Balsas;-460.389.926.733;-75.311.699.902;Sul Maranhense
2101509;MA;Barao de Grajau;-430.264.526.994;-67.589.552.056;Leste Maranhense
2101608;MA;Barra do Corda;-452.390.110.161;-55.083.395;Centro Maranhense
2101707;MA;Barreirinhas;-428.278.025.132;-27.500.859.488;Norte Maranhense
2101731;MA;Belagua;-435.100.616.427;-31.567.722.275;Leste Maranhense
2101772;MA;Bela Vista do Maranhao;-452.482.458.782;-37.377.332.499;Norte Maranhense
2101806;MA;Benedito Leite;-44.559.856.799;-72.187.997.954;Sul Maranhense
2101905;MA;Bequimao;-447.857.301.569;-24.620.629.951;Norte Maranhense
2101939;MA;Bernardo do Mearim;-447.643.231.035;-46.302.874.908;Centro Maranhense
2101970;MA;Boa Vista do Gurupi;-462.987.100.525;-17.932.961.358;Oeste Maranhense
2102002;MA;Bom Jardim;-456.018.893.891;-35.441.609.779;Oeste Maranhense
2102036;MA;Bom Jesus das Selvas;-468.532.412.231;-44.899.683.531;Oeste Maranhense
2102077;MA;Bom Lugar;-450.311.078.563;-43.755.096.015;Centro Maranhense
2102101;MA;Brejo;-427.508.478.268;-3.679.178;Leste Maranhense
2102150;MA;Brejo de Areia;-455.820.952.718;-43.306.298.975;Oeste Maranhense
2102200;MA;Buriti;-429.251.061.778;-39.455.715;Leste Maranhense
2102309;MA;Buriti Bravo;-438.356.215.415;-58.352.881.321;Leste Maranhense
2102325;MA;Buriticupu;-464.514.953.191;-43.259.477.263;Oeste Maranhense
2102358;MA;Buritirana;-470.172.250.932;-55.889.151.417;Oeste Maranhense
2102374;MA;Cachoeira Grande;-440.596.850.158;-29.319.210.391;Norte Maranhense
2102408;MA;Cajapio;-446.733.771.646;-28.828.822.032;Norte Maranhense
2102507;MA;Cajari;-45.007.965.335;-33.238.688.309;Norte Maranhense
2102556;MA;Campestre do Maranhao;-473.676.328.633;-61.647.166.458;Sul Maranhense
2102606;MA;Candido Mendes;-457.372.683.656;-14.538.891.085;Oeste Maranhense
2102705;MA;Cantanhede;-443.818.161.358;-36.283.643.119;Norte Maranhense
2102754;MA;Capinzal do Norte;-44.330.436.252;-47.212.453.888;Leste Maranhense
2102804;MA;Carolina;-474.700.918.028;-73.307.830.052;Sul Maranhense
2102903;MA;Carutapera;-460.231.508.346;-1.200.602;Oeste Maranhense
2103000;MA;Caxias;-433.585.394.285;-48.616.749.902;Leste Maranhense
2103109;MA;Cedral;-445.307.895.278;-19.979.159.256;Norte Maranhense
2103125;MA;Central do Maranhao;-448.318.437.025;-21.913.139.076;Norte Maranhense
2103158;MA;Centro do Guilherme;-460.399.601.132;-24.569.850.818;Oeste Maranhense
2103174;MA;Centro Novo do Maranhao;-46.128.408.955;-21.442.916.986;Oeste Maranhense
2103208;MA;Chapadinha;-433.611.207.818;-374.002.452;Leste Maranhense
2103257;MA;Cidelandia;-477.842.327.757;-51.774.210.472;Oeste Maranhense
2103307;MA;Codo;-43.886.080.235;-44.513.375.001;Leste Maranhense
2103406;MA;Coelho Neto;-430.140.136.155;-42.547.375.001;Leste Maranhense
2103505;MA;Colinas;-442.497.802.305;-60.273.655.202;Leste Maranhense
2103554;MA;Conceicao do Lago-Acu;-449.030.159.052;-38.411.184.579;Norte Maranhense
2103604;MA;Coroata;-441.255.992.015;-4.128.976;Leste Maranhense
2103703;MA;Cururupu;-44.867.761.617;-18.255.207.812;Norte Maranhense
2103752;MA;Davinopolis;-474.049.963.875;-55.344.562.161;Oeste Maranhense
2103802;MA;Dom Pedro;-44.440.009.911;-50.384.476.352;Centro Maranhense
2103901;MA;Duque Bacelar;-429.441.802.036;-41.478.190.971;Leste Maranhense
2104008;MA;Esperantinopolis;-44.886.068.699;-48.703.008.975;Centro Maranhense
2104057;MA;Estreito;-474.478.829.861;-65.680.849.802;Sul Maranhense
2104073;MA;Feira Nova do Maranhao;-46.687.355.216;-69.631.355.406;Sul Maranhense
2104081;MA;Fernando Falcao;-449.107.074.022;-61.549.784.629;Centro Maranhense
2104099;MA;Formosa da Serra Negra;-461.863.570.069;-64.353.041.056;Centro Maranhense
2104107;MA;Fortaleza dos Nogueiras;-46.185.557.542;-69.659.260.875;Sul Maranhense
2104206;MA;Fortuna;-441.606.284.272;-57.362.241.325;Centro Maranhense
2104305;MA;Godofredo Viana;-457.717.548.081;-14.098.001.867;Oeste Maranhense
2104404;MA;Goncalves Dias;-443.059.065.359;-51.439.555.695;Centro Maranhense
2104503;MA;Governador Archer;-442.757.565.261;-50.253.878.239;Centro Maranhense
2104552;MA;Governador Edison Lobao;-47.368.935.839;-57.474.117.385;Oeste Maranhense
2104602;MA;Governador Eugenio Barros;-44.246.962.646;-53.224.910.015;Centro Maranhense
2104628;MA;Governador Luiz Rocha;-440.708.873.355;-54.728.646.849;Centro Maranhense
2104651;MA;Governador Newton Bello;-45.674.501.797;-34.297.047.199;Oeste Maranhense
2104677;MA;Governador Nunes Freire;-458.814.811.328;-213.496.236;Oeste Maranhense
2104701;MA;Graca Aranha;-443.357.912.599;-54.048.212.131;Centro Maranhense
2104800;MA;Grajau;-46.142.395.636;-58.185.484.313;Centro Maranhense
2104909;MA;Guimaraes;-445.977.464.563;-21.350.771.584;Norte Maranhense
2105005;MA;Humberto de Campos;-434.650.921.443;-25.912.239.723;Norte Maranhense
2105104;MA;Icatu;-440.658.484.686;-27.748.278.631;Norte Maranhense
2105153;MA;Igarape do Meio;-451.833.277.022;-36.367.085.219;Norte Maranhense
2105203;MA;Igarape Grande;-448.674.033.459;-46.608.538.062;Centro Maranhense
2105302;MA;Imperatriz;-474.798.108.058;-55.265.240.252;Oeste Maranhense
2105351;MA;Itaipava do Grajau;-457.926.825.035;-51.445.822.618;Centro Maranhense
2105401;MA;Itapecuru Mirim;-443.542.633.904;-33.990.454.801;Norte Maranhense
2105427;MA;Itinga do Maranhao;-475.279.099.638;-44.550.039.984;Oeste Maranhense
2105450;MA;Jatoba;-442.199.147.698;-58.196.669.368;Leste Maranhense
2105476;MA;Jenipapo dos Vieiras;-456.333.791.074;-53.694.249.264;Centro Maranhense
2105500;MA;Joao Lisboa;-474.050.361.498;-54.536.629.416;Oeste Maranhense
2105609;MA;Joselandia;-446.991.525.645;-49.726.933.289;Centro Maranhense
2105658;MA;Junco do Maranhao;-460.707.260.732;-18.746.095.975;Oeste Maranhense
2105708;MA;Lago da Pedra;-451.258.913.559;-4.564.744.515;Oeste Maranhense
2105807;MA;Lago do Junco;-450.513.443.921;-46.076.432.177;Centro Maranhense
2105906;MA;Lago Verde;-44.937.635.232;-40.387.112.953;Centro Maranhense
2105922;MA;Lagoa do Mato;-435.275.591.166;-60.452.772.966;Leste Maranhense
2105948;MA;Lago dos Rodrigues;-449.764.423.256;-46.123.757.769;Centro Maranhense
2105963;MA;Lagoa Grande do Maranhao;-453.906.142.794;-49.931.237.371;Oeste Maranhense
2105989;MA;Lajeado Novo;-470.324.475.171;-61.916.092.267;Oeste Maranhense
2106003;MA;Lima Campos;-444.693.403.292;-45.170.459.872;Centro Maranhense
2106102;MA;Loreto;-451.392.416.375;-70.944.541.654;Sul Maranhense
2106201;MA;Luis Domingues;-458.953.319.921;-13.254.602.444;Oeste Maranhense
2106300;MA;Magalhaes de Almeida;-422.015.066.914;-33.966.676.742;Leste Maranhense
2106326;MA;Maracacume;-459.586.390.372;-20.561.645.495;Oeste Maranhense
2106359;MA;Maraja do Sena;-454.572.376.526;-46.203.133.241;Oeste Maranhense
2106375;MA;Maranhaozinho;-458.556.114.549;-22.356.169.921;Oeste Maranhense
2106409;MA;Mata Roma;-431.203.894.236;-36.190.455.099;Leste Maranhense
2106508;MA;Matinha;-450.364.289.401;-309.840.003;Norte Maranhense
2106607;MA;Matoes;-432.012.082.829;-55.224.650.194;Leste Maranhense
2106631;MA;Matoes do Norte;-445.502.445.069;-36.275.187.802;Norte Maranhense
2106672;MA;Milagres do Maranhao;-426.107.528.325;-35.822.066.414;Leste Maranhense
2106706;MA;Mirador;-443.626.097.939;-63.775.656.954;Leste Maranhense
2106755;MA;Miranda do Norte;-445.842.756.917;-35.626.447.744;Norte Maranhense
2106805;MA;Mirinzal;-447.857.559.865;-20.642.241.916;Norte Maranhense
2106904;MA;Moncao;-452.475.846.706;-349.393.248;Norte Maranhense
2107001;MA;Montes Altos;-47.070.439.508;-58.285.625.042;Oeste Maranhense
2107100;MA;Morros;-440.445.445.432;-28.614.789.531;Norte Maranhense
2107209;MA;Nina Rodrigues;-439.044.847.603;-34.624.642.894;Norte Maranhense
2107258;MA;Nova Colinas;-462.593.252.229;-71.205.660.036;Sul Maranhense
2107308;MA;Nova Iorque;-440.486.267.271;-67.332.033.058;Leste Maranhense
2107357;MA;Nova Olinda do Maranhao;-457.045.360.408;-27.998.865.441;Oeste Maranhense
2107407;MA;Olho d'Agua das Cunhas;-451.195.796.205;-41.372.759.298;Centro Maranhense
2107456;MA;Olinda Nova do Maranhao;-450.032.353.745;-29.974.776.154;Norte Maranhense
2107506;MA;Paco do Lumiar;-440.986.923.548;-2.528.063;Norte Maranhense
2107605;MA;Palmeirandia;-449.044.638.923;-26.477.742.783;Norte Maranhense
2107704;MA;Paraibano;-439.857.620.488;-64.318.254.141;Leste Maranhense
2107803;MA;Parnarama;-430.904.013.535;-56.844.671.764;Leste Maranhense
2107902;MA;Passagem Franca;-437.817.452.259;-61.739.944.256;Leste Maranhense
2108009;MA;Pastos Bons;-440.886.025.134;-66.040.277.321;Leste Maranhense
2108058;MA;Paulino Neves;-425.454.239.809;-27.182.059.898;Norte Maranhense
2108108;MA;Paulo Ramos;-452.399.800.047;-44.479.567.659;Oeste Maranhense
2108207;MA;Pedreiras;-446.037.348.763;-45.693.506.881;Centro Maranhense
2108256;MA;Pedro do Rosario;-453.464.537.341;-29.681.146.727;Norte Maranhense
2108306;MA;Penalva;-451.764.616.888;-32.932.333.178;Norte Maranhense
2108405;MA;Peri Mirim;-448.502.907.001;-25.730.546.485;Norte Maranhense
2108454;MA;Peritoro;-443.258.535.239;-43.702.251.177;Leste Maranhense
2108504;MA;Pindare-Mirim;-453.468.679.178;-36.055.005.749;Oeste Maranhense
2108603;MA;Pinheiro;-450.839.266.013;-25.227.405;Norte Maranhense
